Date	Massa|22_Q simulé	Massa_Debit cleaned 1982-2025-09	Massa|69_i	Massa|69_T	Massa|69_RG	Massa|70_h	Massa|71_h	Massa|71_A	Massa|72_h	Massa|73_Q	Massa|73_QNeige	Massa|73_QGlace	Massa|73_H	Massa|73_A	DayOfYearSinus	HourOfDaySinus
2020-05-04T09:00:00.0000000	5.909195	6.0683336	2.8283188E-11	-0.63265127	7.875961E+10	0.5779606	0.089422576	83138136	0.0052361684	0.52007806	0.17062254	0.07271573	64.7348	115295630	0.77442145	0.8535534
2020-05-04T10:00:00.0000000	5.8538055	6.0466666	2.2759572E-11	1.4598439	1.1753663E+11	0.5776788	0.089328066	83138136	0.0051953252	0.49178296	0.14844163	0.08149242	64.73487	115295630	0.77442145	0.9330127
2020-05-04T11:00:00.0000000	5.805484	6.105	2.1302063E-11	3.4202116	1.518231E+11	0.5771961	0.08922568	83138136	0.0051551256	0.4709254	0.12914422	0.093642734	64.73493	115295630	0.77442145	0.9829629
2020-05-04T12:00:00.0000000	5.7634144	6.3	1.35211E-11	5.1603904	1.7829626E+11	0.57649046	0.08912144	83138136	0.005167973	0.45654866	0.18969522	0.108504415	64.735	115295630	0.77442145	1
2020-05-04T13:00:00.0000000	5.828692	6.616667	2.5955642E-11	6.5612364	1.9382537E+11	0.5755971	0.08901937	83138136	0.0052540037	0.5249485	0.37128556	0.12521851	64.73506	115295630	0.77442145	0.9829629
2020-05-04T14:00:00.0000000	6.054698	7.1183333	1.507238E-11	7.900691	1.9815788E+11	0.5745236	0.08892236	83138136	0.005402386	0.7164506	0.5665638	0.14354107	64.73514	115295630	0.77442145	0.9330127
2020-05-04T15:00:00.0000000	6.3257284	7.556667	3.1133963E-11	8.957935	1.9092175E+11	0.5733081	0.08884934	83138136	0.005668018	0.9234528	0.7678657	0.16279976	64.73521	115295630	0.77442145	0.8535534
2020-05-04T16:00:00.0000000	6.6433787	8.073334	5.1942887E-11	9.532093	1.7248867E+11	0.5720155	0.08881872	83138136	0.00602788	1.137613	0.9677886	0.18196185	64.73527	115295630	0.77442145	0.75
2020-05-04T17:00:00.0000000	6.9952946	8.516666	5.9717835E-11	9.504243	1.447419E+11	0.5707267	0.08881173	83138136	0.0064123245	1.3504895	1.1551801	0.19982232	64.73532	115295630	0.77442145	0.62940955
2020-05-04T18:00:00.0000000	7.350218	8.885	7.7125584E-11	9.135972	1.0969482E+11	0.5694876	0.08889561	83138136	0.0068197697	1.5497195	1.3030084	0.21578094	64.7354	115295630	0.77442145	0.5
2020-05-04T19:00:00.0000000	7.682201	8.85	6.5875916E-11	8.161215	7.0701695E+10	0.5683799	0.08899275	83138136	0.0072128684	1.7110207	1.4375142	0.22874111	64.73546	115295630	0.77442145	0.37059048
2020-05-04T20:00:00.0000000	7.994751	8.67	2.6285864E-11	6.731467	3.1679842E+10	0.5674647	0.08908324	83138136	0.0075635975	1.8527194	1.5316632	0.23798232	64.73553	115295630	0.77442145	0.25
2020-05-04T21:00:00.0000000	8.24953	8.34	3.3993523E-11	5.399616	3.5581338E+09	0.56672853	0.089178115	83138136	0.007853991	1.9505157	1.6543074	0.24394323	64.735596	115295630	0.77442145	0.14644662
2020-05-04T22:00:00.0000000	8.505694	8.058333	3.312002E-11	4.155363	2434072	0.5661603	0.089250565	83138136	0.008087579	2.0736952	1.9222245	0.24701333	64.735664	115295630	0.77442145	0.0669873
2020-05-04T23:00:00.0000000	8.879062	7.8216667	2.6696267E-11	3.002805	2950814.5	0.56574714	0.08928592	83138136	0.008268081	2.3394191	2.0837648	0.24756502	64.73572	115295630	0.77442145	0.017037086
2020-05-05T00:00:00.0000000	9.118263	7.66	4.6432483E-11	1.8888296	1454719.6	0.56548774	0.089291945	83138136	0.00839967	2.4964063	2.150957	0.24583958	64.73579	115295630	0.7815754	0
2020-05-05T01:00:00.0000000	9.2385	7.528333	8.55036E-11	1.164907	2207625.2	0.5653364	0.089269035	83138136	0.008484533	2.558553	2.0185552	0.2811109	64.73585	115295630	0.7815754	0.017037086
2020-05-05T02:00:00.0000000	9.172192	7.41	2.7758287E-10	0.53847224	1936056.1	0.5652681	0.08922829	83138136	0.008538923	2.4579072	1.8787212	0.3080483	64.73591	115295630	0.7815754	0.0669873
2020-05-05T03:00:00.0000000	9.074465	7.34	2.3689823E-09	0.49139243	2170433	0.5652114	0.08917448	83138136	0.008567473	2.3414092	1.6344874	0.33278072	64.73597	115295630	0.7815754	0.14644662
2020-05-05T04:00:00.0000000	8.880136	7.27	3.0719687E-09	0.22234136	2274289.5	0.565188	0.08912121	83138136	0.008593518	2.1416707	1.5216779	0.35331082	64.73602	115295630	0.7815754	0.25
2020-05-05T05:00:00.0000000	8.78791	7.1816664	8.105907E-09	-0.088038065	2710540.8	0.56521976	0.08906441	83138136	0.008609123	2.0451312	1.3238597	0.36951312	64.736084	115295630	0.7815754	0.37059048
2020-05-05T06:00:00.0000000	8.622544	7.15	1.3040034E-07	-0.73199815	2503994.8	0.56573254	0.08901268	83138136	0.0086470535	1.8806832	1.1517581	0.378452	64.736145	115295630	0.7815754	0.5
2020-05-05T07:00:00.0000000	8.502426	7.2733335	2.7597716E-07	-0.6728662	3.6135493E+09	0.56669617	0.08896777	83138136	0.008724384	1.7484761	1.0020294	0.38738012	64.73621	115295630	0.7815754	0.62940955
2020-05-05T08:00:00.0000000	8.782406	7.6433334	9.0159125E-07	-0.11263989	7.1436155E+09	0.57314706	0.08972339	83138136	0.009647574	1.7467306	0.7756141	0.24366632	64.736336	115295630	0.7815754	0.75
2020-05-05T09:00:00.0000000	9.123317	8.021667	8.9497087E-07	1.5064466	2.1515362E+10	0.5742711	0.09001376	83138136	0.01042881	1.7685267	0.67478424	0.23819786	64.73641	115295630	0.7815754	0.8535534
2020-05-05T10:00:00.0000000	9.652412	8.393333	4.2969606E-07	0.9541867	4.0121446E+10	0.5749106	0.09018789	83138136	0.011005599	1.8627641	0.58706236	0.27193373	64.73648	115295630	0.7815754	0.9330127
2020-05-05T11:00:00.0000000	10.070618	8.655	4.9673605E-07	1.8802836	6.4543367E+10	0.5752515	0.09037008	83138136	0.011555954	1.9428333	0.5107442	0.31012842	64.73653	115295630	0.7815754	0.9829629
2020-05-05T12:00:00.0000000	10.520368	9.203333	3.7435274E-07	3.1223633	8.509685E+10	0.5751059	0.09053849	83138136	0.011981727	2.0753512	0.44434747	0.36009866	64.736595	115295630	0.7815754	1
2020-05-05T13:00:00.0000000	10.898196	9.566667	3.6115583E-07	3.9275699	9.632594E+10	0.5746451	0.090811595	83138136	0.012554882	2.209554	0.38658231	0.4145862	64.73664	115295630	0.7815754	0.9829629
2020-05-05T14:00:00.0000000	11.417352	9.96	2.1591337E-07	4.989207	1.0629888E+11	0.57392174	0.09099092	83138136	0.01294049	2.370222	0.3363266	0.4757704	64.73668	115295630	0.7815754	0.9330127
2020-05-05T15:00:00.0000000	11.772719	10.423333	1.2057325E-07	5.6516237	1.029813E+11	0.5731015	0.09113236	83138136	0.013256831	2.4875824	0.29260415	0.539366	64.736725	115295630	0.7815754	0.8535534
2020-05-05T16:00:00.0000000	12.078144	10.961666	4.0248196E-08	6.2937074	9.428971E+10	0.57224417	0.09122386	83138136	0.013479019	2.6057122	0.25456563	0.60502017	64.73677	115295630	0.7815754	0.75
2020-05-05T17:00:00.0000000	12.290085	11.12	4.3628944E-08	6.769467	8.444775E+10	0.5713139	0.09132863	83138136	0.013716889	2.6923676	0.2214721	0.67099494	64.73682	115295630	0.7815754	0.62940955
2020-05-05T18:00:00.0000000	12.525711	11.411667	5.315315E-08	6.7504845	7.24802E+10	0.57037425	0.09146603	83138136	0.014012725	2.7894895	0.19268073	0.73249835	64.73686	115295630	0.7815754	0.5
2020-05-05T19:00:00.0000000	12.817654	11.581667	7.6012455E-08	6.0347867	5.104674E+10	0.5695321	0.09160292	83138136	0.0142623875	2.89922	0.16763224	0.7831018	64.73689	115295630	0.7815754	0.37059048
2020-05-05T20:00:00.0000000	13.056896	11.508333	5.212894E-08	5.045983	2.465092E+10	0.5688571	0.091715686	83138136	0.014476495	2.9884818	0.14584003	0.8208801	64.73695	115295630	0.7815754	0.25
2020-05-05T21:00:00.0000000	13.267803	11.285	9.6889515E-08	3.923155	3.0344922E+09	0.56837386	0.091825575	83138136	0.014662021	3.0738332	0.12688084	0.8453742	64.73701	115295630	0.7815754	0.14644662
2020-05-05T22:00:00.0000000	13.451203	11.15	1.4526624E-07	2.8064826	2062348.9	0.5682583	0.09191828	83138136	0.01481579	3.1543443	0.11038632	0.8575071	64.73706	115295630	0.7815754	0.0669873
2020-05-05T23:00:00.0000000	13.607292	10.988333	6.778228E-08	1.644131	2011234.9	0.56822175	0.09192938	83138136	0.014862818	3.23174	0.30467364	0.8576417	64.73712	115295630	0.7815754	0.017037086
2020-05-06T00:00:00.0000000	13.779168	10.8	9.075139E-09	0.89416504	1668452	0.5681252	0.09189316	83138136	0.014829548	3.3888144	0.40387622	0.85053486	64.73718	115295630	0.7886458	0
